promoter	guide	count	condition
P1	75_PA5539_Ctrl_89	13416	Mouse_P1_006
P1	76_PA3424_Ctrl_72	12894	Mouse_P1_006
P1	77_PA1664_Ctrl_38	4738	Mouse_P1_006
P1	78_PA2189_Ctrl_32	28224	Mouse_P1_006
P1	79_PA0012_Ctrl_99	3549	Mouse_P1_006
P1	80_PA0875_Ctrl_68	1271	Mouse_P1_006
P1	81_PA0967_Ctrl_92	5200	Mouse_P1_006
P1	82_PA0429_Ctrl_6	19215	Mouse_P1_006
P1	83_PA2799_Ctrl_74	4464	Mouse_P1_006
P1	84_PA5568_Ctrl_89	29600	Mouse_P1_006
P1	85_PA3413_Ctrl_71	21979	Mouse_P1_006
P1	86_PA1210_Ctrl_39	17419	Mouse_P1_006
P1	87_PA1041_Ctrl_88	4521	Mouse_P1_006
P1	88_PA1642_Ctrl_1	14529	Mouse_P1_006
P1	90_PA1111_Ctrl_63	4840	Mouse_P1_006
P1	91_PA0491_Ctrl_7	8431	Mouse_P1_006
P1	92_PA4376_Ctrl_163	216	Mouse_P1_006
P1	93_PA5562_Ctrl_42	17375	Mouse_P1_006
P1	94_PA0129_Ctrl_59	4958	Mouse_P1_006
P1	95_PA4086_Ctrl_52	12604	Mouse_P1_006
P1	96_PA3720_Ctrl_81	20263	Mouse_P1_006
P1	97_PA4454_Ctrl_108	23346	Mouse_P1_006
P1	98_PA2910_Ctrl_78	3007	Mouse_P1_006
P1	99_PA4103_Ctrl_29	11946	Mouse_P1_006
P1	100_PA1582_Ctrl_35	6174	Mouse_P1_006
P1	101_PA3928_Ctrl_42	18702	Mouse_P1_006
P1	102_PA1956_Ctrl_57	56292	Mouse_P1_006
P1	103_PA5373_Ctrl_6	9909	Mouse_P1_006
P1	105_PA0282_Ctrl_18	13908	Mouse_P1_006
P1	106_PA3180_Ctrl_88	22787	Mouse_P1_006
P1	107_PA1884_Ctrl_63	2672	Mouse_P1_006
P1	108_PA4220_Ctrl_5	6518	Mouse_P1_006
P1	109_PA3410_Ctrl_87	12937	Mouse_P1_006
P1	110_PA0004_Ctrl_62	16963	Mouse_P1_006
P1	111_PA2356_Ctrl_19	3660	Mouse_P1_006
P1	112_PA3734_Ctrl_55	20474	Mouse_P1_006
P1	113_PA1811_Ctrl_84	9397	Mouse_P1_006
P1	114_PA4961_Ctrl_86	4569	Mouse_P1_006
P1	115_PA2212_Ctrl_53	7990	Mouse_P1_006
P1	116_PA0572_Ctrl_7	2862	Mouse_P1_006
P1	117_PA0014_Ctrl_25	10442	Mouse_P1_006
P1	118_PA0712_Ctrl_39	19072	Mouse_P1_006
P1	119_PA1949_Ctrl_142	3047	Mouse_P1_006
P1	120_PA5032_Ctrl_9	5607	Mouse_P1_006
P1	121_PA1727_Ctrl_66	2341	Mouse_P1_006
P1	122_PA4265_Ctrl_1179	12014	Mouse_P1_006
P1	123_PA5062_Ctrl_48	5725	Mouse_P1_006
P1	124_PA0197_Ctrl_66	1571	Mouse_P1_006
P1	125_PA2846_Ctrl_59	7056	Mouse_P1_006
P1	126_PA4282_Ctrl_92	60976	Mouse_P1_006
P1	127_PA0767_Ctrl_2	9165	Mouse_P1_006
P1	128_PA2799_Ctrl_48	15137	Mouse_P1_006
P1	129_PA5227.1_Ctrl_68	15318	Mouse_P1_006
P1	130_PA2389_Ctrl_116	6160	Mouse_P1_006
P1	131_PA4502_Ctrl_65	7004	Mouse_P1_006
P1	132_PA4822_Ctrl_12	7566	Mouse_P1_006
P1	133_PA3328_Ctrl_59	1410	Mouse_P1_006
P1	134_PA5283_Ctrl_78	3785	Mouse_P1_006
P1	135_PA1285_Ctrl_38	19	Mouse_P1_006
P1	136_PA0731_Ctrl_5	8034	Mouse_P1_006
P1	137_PA0324_Ctrl_118	17293	Mouse_P1_006
P1	138_PA5155_Ctrl_24	19561	Mouse_P1_006
P1	139_PA5536_Ctrl_152	5960	Mouse_P1_006
P1	140_PA0857_Ctrl_104	23583	Mouse_P1_006
P1	141_PA1657_Ctrl_2	13310	Mouse_P1_006
P1	142_PA5083_Ctrl_8	2188	Mouse_P1_006
P1	143_PA4432_Ctrl_165	1321	Mouse_P1_006
P1	144_PA1671_Ctrl_37	7148	Mouse_P1_006
P1	145_PA4735_Ctrl_36	16895	Mouse_P1_006
P1	146_PA2535_Ctrl_11	17743	Mouse_P1_006
P1	147_PA5309_Ctrl_62	3837	Mouse_P1_006
P1	148_PA1541_Ctrl_124	23499	Mouse_P1_006
P1	149_PA5287_Ctrl_53	6443	Mouse_P1_006
P1	151_PA3381_Ctrl_7	9999	Mouse_P1_006
P1	152_PA0047_Ctrl_38	4668	Mouse_P1_006
P1	153_PA5437_Ctrl_59	15259	Mouse_P1_006
P1	154_PA4406.1_Ctrl_24	10881	Mouse_P1_006
P1	155_PA5256_Ctrl_79	27932	Mouse_P1_006
P1	156_PA1764_Ctrl_93	5593	Mouse_P1_006
P1	157_PA1586_Ctrl_47	4570	Mouse_P1_006
P1	158_PA2107_Ctrl_57	13549	Mouse_P1_006
P1	159_PA1921_Ctrl_100	11054	Mouse_P1_006
P1	160_PA2969_Ctrl_48	3357	Mouse_P1_006
P1	161_PA1179_Ctrl_156	929	Mouse_P1_006
P1	162_PA0993_Ctrl_13	1950	Mouse_P1_006
P1	163_PA0463_Ctrl_2	9140	Mouse_P1_006
P1	164_PA5217_Ctrl_63	18252	Mouse_P1_006
P1	165_PA2979_Ctrl_56	8451	Mouse_P1_006
P1	166_PA3220_Ctrl_51	17014	Mouse_P1_006
P1	167_PA0994_Ctrl_41	5075	Mouse_P1_006
P1	168_PA0284_Ctrl_42	17243	Mouse_P1_006
P1	169_PA5105_Ctrl_56	7076	Mouse_P1_006
P1	170_PA1505_Ctrl_57	3502	Mouse_P1_006
P1	171_PA1875_Ctrl_138	18145	Mouse_P1_006
P1	172_PA2799_Ctrl_1	26716	Mouse_P1_006
P1	173_PA5003_Ctrl_103	1693	Mouse_P1_006
P1	174_PA3156_Ctrl_178	14490	Mouse_P1_006
P1	175_PA5392_Ctrl_5	5365	Mouse_P1_006
P1	176_PA2557_Ctrl_11	982	Mouse_P1_006
P1	177_PA2736.1_Ctrl_71	4952	Mouse_P1_006
P1	179_PA1730_Ctrl_51	10527	Mouse_P1_006
P1	180_PA4491_Ctrl_72	9986	Mouse_P1_006
P1	181_PA2173_Ctrl_32	35058	Mouse_P1_006
P1	182_PA0060_Ctrl_11	11422	Mouse_P1_006
P1	183_PA2333_Ctrl_11	25033	Mouse_P1_006
P1	184_PA1697_Ctrl_5	7453	Mouse_P1_006
P1	185_PA3189_Ctrl_86	2887	Mouse_P1_006
P1	186_PA4649_Ctrl_9	24396	Mouse_P1_006
P1	187_PA3096_Ctrl_187	4232	Mouse_P1_006
P1	188_PA3349_Ctrl_76	15095	Mouse_P1_006
P1	189_PA0781_Ctrl_27	2316	Mouse_P1_006
P1	190_PA5342_Ctrl_9	18071	Mouse_P1_006
P1	191_PA0801_Ctrl_26	11315	Mouse_P1_006
P1	192_PA3430_Ctrl_132	18842	Mouse_P1_006
P1	193_PA3902_Ctrl_15	3867	Mouse_P1_006
P1	194_PA4703_Ctrl_44	9617	Mouse_P1_006
P1	195_PA3406_Ctrl_192	6200	Mouse_P1_006
P1	196_PA4330_Ctrl_52	103534	Mouse_P1_006
P1	197_PA1146_Ctrl_100	3314	Mouse_P1_006
P1	198_PA0887_Ctrl_24	2801	Mouse_P1_006
P1	199_PA3057_Ctrl_21	12380	Mouse_P1_006
P1	200_PA5125_Ctrl_113	9798	Mouse_P1_006
P1	201_PA3758_Ctrl_103	3183	Mouse_P1_006
P1	202_PA5074_Ctrl_19	3649	Mouse_P1_006
P1	203_PA0140_Ctrl_57	10559	Mouse_P1_006
P1	204_PA0929_Ctrl_55	13221	Mouse_P1_006
P1	205_PA2747a_Ctrl_6	15325	Mouse_P1_006
P1	206_PA3136_Ctrl_60	9029	Mouse_P1_006
P1	207_PA2345_Ctrl_85	9941	Mouse_P1_006
P1	208_PA3203_Ctrl_42	2734	Mouse_P1_006
P1	209_PA2168_Ctrl_27	4959	Mouse_P1_006
P1	210_PA3572_Ctrl_66	2000	Mouse_P1_006
P1	211_PA2815_Ctrl_48	2802	Mouse_P1_006
P1	212_PA3456_Ctrl_2	3366	Mouse_P1_006
P1	213_PA1773_Ctrl_36	6317	Mouse_P1_006
P1	214_PA3020_Ctrl_69	9127	Mouse_P1_006
P1	215_PA2829_Ctrl_73	34548	Mouse_P1_006
P1	216_PA0475_Ctrl_7	5846	Mouse_P1_006
P1	217_PA4326_Ctrl_99	23028	Mouse_P1_006
P1	218_PA1507_Ctrl_28	714	Mouse_P1_006
P1	219_PA1170_Ctrl_39	17245	Mouse_P1_006
P1	220_PA3350_Ctrl_42	1581	Mouse_P1_006
P1	221_PA3845_Ctrl_53	18017	Mouse_P1_006
P1	222_PA4884_Ctrl_46	5	Mouse_P1_006
P1	223_PA0191_Ctrl_34	3040	Mouse_P1_006
P1	224_PA1754_Ctrl_94	8297	Mouse_P1_006
P1	225_PA3940_Ctrl_41	5039	Mouse_P1_006
P1	226_PA1708_Ctrl_37	803	Mouse_P1_006
P1	227_PA2977_Ctrl_70	7156	Mouse_P1_006
P1	228_PA2110_Ctrl_16	1604	Mouse_P1_006
P1	229_PA2588_Ctrl_24	2454	Mouse_P1_006
P1	230_PA4982_Ctrl_34	28402	Mouse_P1_006
P1	231_PA2192_Ctrl_41	8569	Mouse_P1_006
P1	232_PA1074_Ctrl_48	1367	Mouse_P1_006
P1	233_PA0938_Ctrl_107	3879	Mouse_P1_006
P1	234_PA4044_Ctrl_28	6852	Mouse_P1_006
P1	235_PA5187_Ctrl_237	12112	Mouse_P1_006
P1	236_PA5547_Ctrl_50	22819	Mouse_P1_006
P1	237_PA0102_Ctrl_90	32352	Mouse_P1_006
P1	238_PA3335_Ctrl_73	14506	Mouse_P1_006
P1	239_PA3231_Ctrl_95	684	Mouse_P1_006
P1	240_PA4056_Ctrl_30	5941	Mouse_P1_006
P1	241_PA5481_Ctrl_19	13395	Mouse_P1_006
P1	242_PA5347_Ctrl_45	9802	Mouse_P1_006
P1	243_PA2033_Ctrl_104	10021	Mouse_P1_006
P1	244_PA4196_Ctrl_11	6508	Mouse_P1_006
P1	245_PA4733_Ctrl_45	9278	Mouse_P1_006
P1	246_PA4364_Ctrl_29	12891	Mouse_P1_006
P1	247_PA2370_Ctrl_61	7474	Mouse_P1_006
P1	248_PA1636_Ctrl_63	2686	Mouse_P1_006
P1	249_PA2905_Ctrl_63	3231	Mouse_P1_006
P1	250_PA1704_Ctrl_11	14833	Mouse_P1_006
P1	251_PA4711_Ctrl_81	2342	Mouse_P1_006
P1	252_PA0259_Ctrl_79	9518	Mouse_P1_006
P1	253_PA4696_Ctrl_76	31727	Mouse_P1_006
P1	254_PA0466_Ctrl_66	23083	Mouse_P1_006
P1	255_PA3065_Ctrl_34	5336	Mouse_P1_006
P1	256_PA3563_Ctrl_122	11600	Mouse_P1_006
P1	257_PA1012_Ctrl_33	16396	Mouse_P1_006
P1	258_PA3176_Ctrl_90	11023	Mouse_P1_006
P1	259_PA3463_Ctrl_98	22132	Mouse_P1_006
P1	260_PA0143_Ctrl_42	6474	Mouse_P1_006
P1	261_PA2350_Ctrl_61	30410	Mouse_P1_006
P1	262_PA4182_Ctrl_32	2285	Mouse_P1_006
P1	263_PA4394_Ctrl_127	2239	Mouse_P1_006
P1	264_PA0724_Ctrl_103	19233	Mouse_P1_006
P1	265_PA1651_Ctrl_6	1265	Mouse_P1_006
P1	266_PA4586_Ctrl_2	11697	Mouse_P1_006
P1	267_PA5002_Ctrl_127	5543	Mouse_P1_006
P1	268_PA2520_Ctrl_153	7562	Mouse_P1_006
P1	269_PA5264_Ctrl_195	5432	Mouse_P1_006
P1	270_PA5386_Ctrl_6	6310	Mouse_P1_006
P1	271_PA1305_Ctrl_86	7722	Mouse_P1_006
P1	272_PA4758.1_Ctrl_106	23161	Mouse_P1_006
P1	273_PA3561_Ctrl_13	1771	Mouse_P1_006
P1	274_PA3767_Ctrl_86	9534	Mouse_P1_006
P1	275_PA0739_Ctrl_112	19880	Mouse_P1_006
P1	276_PA4184_Ctrl_117	8390	Mouse_P1_006
P1	277_PA1297_Ctrl_69	7506	Mouse_P1_006
P1	278_PA4720_Ctrl_9	12142	Mouse_P1_006
P1	279_PA3396_Ctrl_22	10800	Mouse_P1_006
P1	280_PA2215_Ctrl_80	9872	Mouse_P1_006
P1	281_PA1220_Ctrl_100	4093	Mouse_P1_006
P1	282_PA0971_Ctrl_89	8717	Mouse_P1_006
P1	283_PA1865_Ctrl_18	16304	Mouse_P1_006
P1	284_PA0250_Ctrl_54	1	Mouse_P1_006
P1	285_PA1770_Ctrl_78	16429	Mouse_P1_006
P1	286_PA1188_Ctrl_83	5462	Mouse_P1_006
P1	287_PA0634_Ctrl_192	2451	Mouse_P1_006
P1	288_PA5556_Ctrl_93	1826	Mouse_P1_006
P1	289_PA5226_Ctrl_76	5326	Mouse_P1_006
P1	290_PA2572_Ctrl_73	8488	Mouse_P1_006
P1	291_PA3303_Ctrl_82	1401	Mouse_P1_006
P1	292_PA3026_Ctrl_104	2831	Mouse_P1_006
P1	293_PA5455_Ctrl_87	4804	Mouse_P1_006
P1	294_PA3426_Ctrl_83	18801	Mouse_P1_006
P1	295_PA1338_Ctrl_66	3253	Mouse_P1_006
P1	296_PA2958.1_Ctrl_10	3494	Mouse_P1_006
P1	297_PA0876_Ctrl_72	2273	Mouse_P1_006
P1	298_PA0166_Ctrl_45	32813	Mouse_P1_006
P1	299_PA5126_Ctrl_64	20031	Mouse_P1_006
P1	300_PA2900_Ctrl_115	4544	Mouse_P1_006
P1	301_PA1327_Ctrl_2	4594	Mouse_P1_006
P1	302_PA0886_Ctrl_36	31701	Mouse_P1_006
P1	303_PA4812_Ctrl_81	5008	Mouse_P1_006
P1	304_PA0287_Ctrl_107	1	Mouse_P1_006
P1	305_PA1900_Ctrl_237	9163	Mouse_P1_006
P1	306_PA1357_Ctrl_80	3482	Mouse_P1_006
P1	307_PA4629_Ctrl_21	38441	Mouse_P1_006
P1	308_PA2596_Ctrl_69	46	Mouse_P1_006
P1	309_PA0601_Ctrl_104	385	Mouse_P1_006
P1	310_PA0680_Ctrl_6	3822	Mouse_P1_006
P1	311_PA2758_Ctrl_2	11103	Mouse_P1_006
P1	312_PA5308_Ctrl_150	5707	Mouse_P1_006
P1	313_PA5135_Ctrl_132	21574	Mouse_P1_006
P1	314_PA2906_Ctrl_31	10951	Mouse_P1_006
P1	315_PA2706_Ctrl_91	6000	Mouse_P1_006
P1	316_PA4277.1_Ctrl_61	15590	Mouse_P1_006
P1	317_PA1692_Ctrl_12	5214	Mouse_P1_006
P1	318_PA2267_Ctrl_85	3455	Mouse_P1_006
P1	319_PA4954_Ctrl_81	6548	Mouse_P1_006
P1	320_PA1358_Ctrl_20	20876	Mouse_P1_006
P1	321_PA3742_Ctrl_55	1390	Mouse_P1_006
P1	322_PA1230_Ctrl_49	17574	Mouse_P1_006
P1	323_PA1725_Ctrl_47	19607	Mouse_P1_006
P1	324_PA5042_Ctrl_58	25358	Mouse_P1_006
P1	325_PA1526_Ctrl_48	10588	Mouse_P1_006
P1	326_PA0294_Ctrl_109	12184	Mouse_P1_006
P1	327_PA4893_Ctrl_1	12763	Mouse_P1_006
P1	328_PA3823_Ctrl_24	5215	Mouse_P1_006
P1	329_PA2095_Ctrl_10	4134	Mouse_P1_006
P1	330_PA0610_Ctrl_29	18703	Mouse_P1_006
P1	331_PA2604_Ctrl_32	4883	Mouse_P1_006
P1	332_PA5256_Ctrl_31	10538	Mouse_P1_006
P1	333_PA2012_Ctrl_8	8846	Mouse_P1_006
P1	334_PA4485_Ctrl_23	3664	Mouse_P1_006
P1	335_PA2188_Ctrl_9	19147	Mouse_P1_006
P1	336_PA2408_Ctrl_69	27311	Mouse_P1_006
P1	337_PA5276_Ctrl_79	1856	Mouse_P1_006
P1	338_PA0898_Ctrl_56	8817	Mouse_P1_006
P1	339_PA0906_Ctrl_42	25131	Mouse_P1_006
P1	340_PA3876_Ctrl_156	8390	Mouse_P1_006
P1	341_PA4893_Ctrl_40	4255	Mouse_P1_006
P1	342_PA1264_Ctrl_9	13765	Mouse_P1_006
P1	343_PA3097_Ctrl_169	23695	Mouse_P1_006
P1	344_PA5542_Ctrl_69	19257	Mouse_P1_006
P1	345_PA4183_Ctrl_87	15192	Mouse_P1_006
P1	346_PA4092_Ctrl_32	1782	Mouse_P1_006
P1	347_PA4209_Ctrl_91	272	Mouse_P1_006
P1	348_PA5250_Ctrl_40	3339	Mouse_P1_006
P1	349_PA1070_Ctrl_162	14428	Mouse_P1_006
P1	350_PA2362_Ctrl_75	15812	Mouse_P1_006
P1	351_PA2100_Ctrl_27	7576	Mouse_P1_006
P1	352_PA1418_Ctrl_73	3437	Mouse_P1_006
P1	353_PA2864_Ctrl_129	399	Mouse_P1_006
P1	354_PA4646_Ctrl_51	5395	Mouse_P1_006
P1	355_PA5346_Ctrl_17	8	Mouse_P1_006
P1	356_PA1534_Ctrl_15	28955	Mouse_P1_006
P1	357_PA0851_Ctrl_5	3592	Mouse_P1_006
P1	358_PA4170_Ctrl_31	4394	Mouse_P1_006
P1	360_PA2720_Ctrl_15	4763	Mouse_P1_006
P1	361_PA5239_Ctrl_67	26921	Mouse_P1_006
P1	362_PA1211_Ctrl_101	25341	Mouse_P1_006
P1	363_PA5538_Ctrl_85	3648	Mouse_P1_006
P1	364_PA0666_Ctrl_58	11498	Mouse_P1_006
P1	365_PA0657_Ctrl_30	11147	Mouse_P1_006
P1	366_PA2400_Ctrl_13	5814	Mouse_P1_006
P1	367_PA2038_Ctrl_120	3275	Mouse_P1_006
P1	368_PA3522_Ctrl_98	4973	Mouse_P1_006
P1	369_PA2733_Ctrl_60	2	Mouse_P1_006
P1	370_PA0742_Ctrl_90	8336	Mouse_P1_006
P1	371_PA3116_Ctrl_6	8648	Mouse_P1_006
P1	372_PA3665_Ctrl_96	6589	Mouse_P1_006
P1	373_PA1214_Ctrl_13	3964	Mouse_P1_006
P1	374_PA3345_Ctrl_6	331	Mouse_P1_006
P1	375_PA5439_Ctrl_105	2316	Mouse_P1_006
P1	376_PA2354_Ctrl_66	1578	Mouse_P1_006
P1	377_PA0554_Ctrl_59	6823	Mouse_P1_006
P1	378_PA0815_Ctrl_105	22580	Mouse_P1_006
P1	379_PA3633_Ctrl_72	5972	Mouse_P1_006
P1	380_PA3089_Ctrl_62	428	Mouse_P1_006
P1	381_PA2745_Ctrl_109	6660	Mouse_P1_006
P1	382_PA4134_Ctrl_50	44411	Mouse_P1_006
P1	383_PA3458_Ctrl_106	4838	Mouse_P1_006
P1	384_PA3755_Ctrl_39	8404	Mouse_P1_006
P1	385_PA4845_Ctrl_72	1179	Mouse_P1_006
P1	386_PA0482_Ctrl_123	6239	Mouse_P1_006
P1	387_PA4083_Ctrl_84	17026	Mouse_P1_006
P1	388_PA2460_Ctrl_247	8197	Mouse_P1_006
P1	389_PA0223_Ctrl_6	11126	Mouse_P1_006
P1	390_PA1696_Ctrl_90	10428	Mouse_P1_006
P1	391_PA3204_Ctrl_33	8471	Mouse_P1_006
P1	392_PA3464_Ctrl_73	4510	Mouse_P1_006
P1	393_PA3538_Ctrl_27	7797	Mouse_P1_006
P1	394_PA3764_Ctrl_35	7173	Mouse_P1_006
P1	395_PA2201_Ctrl_2	3797	Mouse_P1_006
P1	396_PA3074_Ctrl_23	29412	Mouse_P1_006
P1	397_PA0605_Ctrl_105	11083	Mouse_P1_006
P1	398_PA1565_Ctrl_16	18963	Mouse_P1_006
P1	399_PA2868_Ctrl_103	10695	Mouse_P1_006
P1	400_PA1151_Ctrl_144	17024	Mouse_P1_006
P1	401_PA2745_Ctrl_18	29988	Mouse_P1_006
P1	402_PA3406_Ctrl_10	14976	Mouse_P1_006
P1	403_PA0316_Ctrl_61	21302	Mouse_P1_006
P1	404_PA0328_Ctrl_11	29165	Mouse_P1_006
P1	405_PA0041_Ctrl_1386	23275	Mouse_P1_006
P1	406_PA4955_Ctrl_49	24	Mouse_P1_006
P1	407_PA2002_Ctrl_38	26121	Mouse_P1_006
P1	408_PA5489_Ctrl_10	9425	Mouse_P1_006
P1	409_PA0363_Ctrl_108	1596	Mouse_P1_006
P1	410_PA0001_Ctrl_2	18673	Mouse_P1_006
P1	411_PA1504_Ctrl_102	2196	Mouse_P1_006
P1	412_PA0473_Ctrl_2	1	Mouse_P1_006
P1	413_PA3824_Ctrl_32	15009	Mouse_P1_006
P1	414_PA4566_Ctrl_28	4739	Mouse_P1_006
P1	415_PA4967_Ctrl_105	5028	Mouse_P1_006
P1	416_PA2308_Ctrl_9	13470	Mouse_P1_006
P1	417_PA0566_Ctrl_54	1618	Mouse_P1_006
P1	418_PA2824_Ctrl_41	7733	Mouse_P1_006
P1	419_PA0180_Ctrl_33	3847	Mouse_P1_006
P1	420_PA2850_Ctrl_109	7019	Mouse_P1_006
P1	421_PA2732_Ctrl_107	11780	Mouse_P1_006
P1	422_PA1541_Ctrl_124	3239	Mouse_P1_006
P1	423_PA3344_Ctrl_139	15249	Mouse_P1_006
P1	424_PA1570_Ctrl_92	22608	Mouse_P1_006
P1	425_PA5175_Ctrl_102	2049	Mouse_P1_006
P1	426_PA1865_Ctrl_18	34662	Mouse_P1_006
P1	427_PA3876_Ctrl_108	39044	Mouse_P1_006
P1	428_PA4003_Ctrl_5	2761	Mouse_P1_006
P1	429_PA3565_Ctrl_63	11559	Mouse_P1_006
P1	430_PA2322_Ctrl_63	15225	Mouse_P1_006
P1	431_PA0564_Ctrl_95	16115	Mouse_P1_006
P1	432_PA0068_Ctrl_134	2769	Mouse_P1_006
P1	433_PA2101_Ctrl_83	28138	Mouse_P1_006
P1	434_PA1235_Ctrl_47	27143	Mouse_P1_006
P1	435_PA0907_Ctrl_57	22999	Mouse_P1_006
P1	436_PA4128_Ctrl_85	6667	Mouse_P1_006
P1	437_PA0623_Ctrl_10	855	Mouse_P1_006
P1	438_PA1811_Ctrl_31	131114	Mouse_P1_006
P1	439_PA0203_Ctrl_66	2494	Mouse_P1_006
P1	440_PA0119_Ctrl_38	6379	Mouse_P1_006
P1	441_PA2114_Ctrl_84	24871	Mouse_P1_006
P1	442_PA1998_Ctrl_33	7364	Mouse_P1_006
P1	443_PA1259_Ctrl_16	10592	Mouse_P1_006
P1	444_PA0484_Ctrl_77	9912	Mouse_P1_006
P1	445_PA1093_Ctrl_26	3017	Mouse_P1_006
P1	446_PA4401_Ctrl_6	11792	Mouse_P1_006
P1	447_PA4910_Ctrl_76	4912	Mouse_P1_006
P1	448_PA4552_Ctrl_2	10126	Mouse_P1_006
P1	449_PA5287_Ctrl_102	15728	Mouse_P1_006
P1	450_PA1327_Ctrl_127	26636	Mouse_P1_006
P1	451_PA0258_Ctrl_73	17312	Mouse_P1_006
P1	452_PA2088_Ctrl_101	331	Mouse_P1_006
P1	453_PA5258_Ctrl_20	1626	Mouse_P1_006
P1	454_PA3119_Ctrl_25	11715	Mouse_P1_006
P1	455_PA0796_Ctrl_81	1317	Mouse_P1_006
P1	456_PA3983_Ctrl_38	17164	Mouse_P1_006
P1	457_PA4430_Ctrl_83	6337	Mouse_P1_006
P1	458_PA1952_Ctrl_43	1178	Mouse_P1_006
P1	459_PA5181.1_Ctrl_149	11631	Mouse_P1_006
P1	460_PA4746_Ctrl_162	15825	Mouse_P1_006
P1	461_PA5430_Ctrl_112	15832	Mouse_P1_006
P1	462_PA2404_Ctrl_69	10819	Mouse_P1_006
P1	463_PA4526_Ctrl_30	11137	Mouse_P1_006
P1	464_PA2637_Ctrl_72	49292	Mouse_P1_006
P1	465_PA5158_Ctrl_31	10620	Mouse_P1_006
P1	466_PA0964_Ctrl_101	4	Mouse_P1_006
P1	467_PA3026_Ctrl_60	14921	Mouse_P1_006
P1	468_PA4922_Ctrl_82	20764	Mouse_P1_006
P1	469_PA3102_Ctrl_6	31481	Mouse_P1_006
P1	470_PA0984_Ctrl_77	7099	Mouse_P1_006
P1	471_PA1153_Ctrl_12	9506	Mouse_P1_006
P1	472_PA5433_Ctrl_52	35412	Mouse_P1_006
P1	473_PA3350_Ctrl_86	7299	Mouse_P1_006
P1	474_PA5286_Ctrl_38	6908	Mouse_P1_006
P1	475_PA0402_Ctrl_103	4531	Mouse_P1_006
P1	476_PA3482_Ctrl_66	28667	Mouse_P1_006
P1	477_PA5469_Ctrl_254	11969	Mouse_P1_006
P1	478_PA4816_Ctrl_101	55720	Mouse_P1_006
P1	479_PA1360_Ctrl_51	14527	Mouse_P1_006
P1	480_PA5381_Ctrl_30	2387	Mouse_P1_006
P1	481_PA4153_Ctrl_41	6182	Mouse_P1_006
P1	482_PA1461_Ctrl_62	1113	Mouse_P1_006
P1	483_PA5182_Ctrl_14	6082	Mouse_P1_006
P1	484_PA2873_Ctrl_14	11429	Mouse_P1_006
P1	485_PA1013_Ctrl_27	10964	Mouse_P1_006
P1	486_PA3289_Ctrl_74	5142	Mouse_P1_006
P1	487_PA2393_Ctrl_75	57050	Mouse_P1_006
P1	488_PA2302_Ctrl_67	9390	Mouse_P1_006
P1	489_PA3766_Ctrl_82	15936	Mouse_P1_006
P1	490_PA0179_Ctrl_63	13007	Mouse_P1_006
P1	491_PA5089_Ctrl_104	20406	Mouse_P1_006
P1	492_PA1318_Ctrl_110	6017	Mouse_P1_006
P1	493_PA1565_Ctrl_16	1661	Mouse_P1_006
P1	494_PA0607_Ctrl_83	2454	Mouse_P1_006
P1	495_PA4890_Ctrl_99	5008	Mouse_P1_006
P1	496_PA4165_Ctrl_85	8987	Mouse_P1_006
P1	497_PA2176_Ctrl_18	4442	Mouse_P1_006
P1	498_PA1972_Ctrl_59	11496	Mouse_P1_006
P1	499_PA2807_Ctrl_112	9518	Mouse_P1_006
P1	500_PA4758.1_Ctrl_47	23604	Mouse_P1_006
P1	501_PA2254_Ctrl_87	4668	Mouse_P1_006
P1	502_PA1603_Ctrl_55	2233	Mouse_P1_006
P1	503_PA3164_Ctrl_49	31037	Mouse_P1_006
P1	504_PA4217_Ctrl_38	5496	Mouse_P1_006
P1	505_PA2527_Ctrl_7	4104	Mouse_P1_006
P1	506_PA0551_Ctrl_1	10518	Mouse_P1_006
P1	507_PA4126_Ctrl_14	3896	Mouse_P1_006
P1	508_PA2700_Ctrl_30	7625	Mouse_P1_006
P1	509_PA4351_Ctrl_104	3797	Mouse_P1_006
P1	510_PA3084_Ctrl_13	27863	Mouse_P1_006
P1	511_PA4221_Ctrl_204	11254	Mouse_P1_006
P1	512_PA4543_Ctrl_18	3151	Mouse_P1_006
P1	513_PA0352_Ctrl_58	7902	Mouse_P1_006
P1	514_PA4840_Ctrl_21	2103	Mouse_P1_006
P1	515_PA0753_Ctrl_88	13016	Mouse_P1_006
P1	516_PA3727_Ctrl_40	21789	Mouse_P1_006
P1	517_PA3849_Ctrl_56	15147	Mouse_P1_006
P1	518_PA0723_Ctrl_29	8515	Mouse_P1_006
P1	519_PA0634_Ctrl_71	2167	Mouse_P1_006
P1	520_PA4673.1_Ctrl_66	3558	Mouse_P1_006
P1	521_PA0812_Ctrl_75	14908	Mouse_P1_006
P1	522_PA5365_Ctrl_24	4659	Mouse_P1_006
P1	523_PA5256_Ctrl_57	26804	Mouse_P1_006
P1	524_PA3105_Ctrl_62	673	Mouse_P1_006
P1	525_PA4407_Ctrl_129	23431	Mouse_P1_006
P1	526_PA3480_Ctrl_100	33666	Mouse_P1_006
P1	527_PA4011_Ctrl_26	9382	Mouse_P1_006
P1	528_PA1191_Ctrl_68	4454	Mouse_P1_006
P1	529_PA0591_Ctrl_87	9926	Mouse_P1_006
P1	530_PA2195_Ctrl_98	14197	Mouse_P1_006
