promoter	guide	count	condition
P1	122_PA4265_Ctrl_1179	12260	Mouse_P1_015
P1	123_PA5062_Ctrl_48	3400	Mouse_P1_015
P1	124_PA0197_Ctrl_66	334	Mouse_P1_015
P1	125_PA2846_Ctrl_59	4912	Mouse_P1_015
P1	126_PA4282_Ctrl_92	59062	Mouse_P1_015
P1	127_PA0767_Ctrl_2	6332	Mouse_P1_015
P1	128_PA2799_Ctrl_48	12955	Mouse_P1_015
P1	129_PA5227.1_Ctrl_68	13284	Mouse_P1_015
P1	130_PA2389_Ctrl_116	4284	Mouse_P1_015
P1	131_PA4502_Ctrl_65	5008	Mouse_P1_015
P1	132_PA4822_Ctrl_12	4119	Mouse_P1_015
P1	133_PA3328_Ctrl_59	1457	Mouse_P1_015
P1	134_PA5283_Ctrl_78	4011	Mouse_P1_015
P1	135_PA1285_Ctrl_38	1	Mouse_P1_015
P1	136_PA0731_Ctrl_5	461	Mouse_P1_015
